Word,Positive,Negative,Uncertainty
hampers,0,1,0
happiest,1,0,0
happily,1,0,0
happiness,1,0,0
happy,1,0,0
harass,0,1,0
harassed,0,1,0
harassing,0,1,0
harassment,0,1,0
hardship,0,1,0
hardships,0,1,0
harm,0,1,0
harmed,0,1,0
harmful,0,1,0
harmfully,0,1,0
harming,0,1,0
harms,0,1,0
harsh,0,1,0
harsher,0,1,0
harshest,0,1,0
harshly,0,1,0
harshness,0,1,0
hazard,0,1,0
hazardous,0,1,0
hazards,0,1,0
hidden,0,0,1
highest,1,0,0
hinder,0,1,0
hindered,0,1,0
hindering,0,1,0
hinders,0,1,0
hindrance,0,1,0
hindrances,0,1,0
hinges,0,0,1
honor,1,0,0
honorable,1,0,0
honored,1,0,0
honoring,1,0,0
honors,1,0,0
hostile,0,1,0
hostility,0,1,0
hurt,0,1,0
hurting,0,1,0
ideal,1,0,0
idle,0,1,0
idled,0,1,0
idling,0,1,0
ignore,0,1,0
ignored,0,1,0
ignores,0,1,0
ignoring,0,1,0
ill,0,1,0
illegal,0,1,0
illegalities,0,1,0
illegality,0,1,0
illegally,0,1,0
illegible,0,1,0
illicit,0,1,0
illicitly,0,1,0
illiquid,0,1,0
illiquidity,0,1,0
imbalance,0,1,0
imbalances,0,1,0
immature,0,1,0
immoral,0,1,0
impair,0,1,0
impaired,0,1,0
impairing,0,1,0
impairment,0,1,0
impairments,0,1,0
impairs,0,1,0
impasse,0,1,0
impasses,0,1,0
impede,0,1,0
impeded,0,1,0
impedes,0,1,0
impediment,0,1,0
impediments,0,1,0
impeding,0,1,0
impending,0,1,0
imperative,0,1,0
imperfection,0,1,0
imperfections,0,1,0
imperil,0,1,0
impermissible,0,1,0
implicate,0,1,0
implicated,0,1,0
implicates,0,1,0
implicating,0,1,0
impossibility,0,1,0
impossible,0,1,0
impound,0,1,0
impounded,0,1,0
impounding,0,1,0
impounds,0,1,0
impracticable,0,1,0
impractical,0,1,0
impracticalities,0,1,0
impracticality,0,1,0
imprecise,0,0,1
imprecision,0,0,1
imprecisions,0,0,1
impress,1,0,0
impressed,1,0,0
impresses,1,0,0
impressing,1,0,0
impressive,1,0,0
impressively,1,0,0
imprisonment,0,1,0
improbability,0,0,1
improbable,0,0,1
improper,0,1,0
improperly,0,1,0
improprieties,0,1,0
impropriety,0,1,0
improve,1,0,0
improved,1,0,0
improvement,1,0,0
improvements,1,0,0
improves,1,0,0
improving,1,0,0
imprudent,0,1,0
imprudently,0,1,0
inability,0,1,0
inaccessible,0,1,0
inaccuracies,0,1,0
inaccuracy,0,1,0
inaccurate,0,1,0
inaccurately,0,1,0
inaction,0,1,0
inactions,0,1,0
inactivate,0,1,0
inactivated,0,1,0
inactivates,0,1,0
inactivating,0,1,0
inactivation,0,1,0
inactivations,0,1,0
inactivity,0,1,0
inadequacies,0,1,0
inadequacy,0,1,0
inadequate,0,1,0
inadequately,0,1,0
inadvertent,0,1,0
inadvertently,0,1,0
inadvisability,0,1,0
inadvisable,0,1,0
inappropriate,0,1,0
inappropriately,0,1,0
inattention,0,1,0
incapable,0,1,0
incapacitated,0,1,0
incapacity,0,1,0
incarcerate,0,1,0
incarcerated,0,1,0
incarcerates,0,1,0
incarcerating,0,1,0
incarceration,0,1,0
incarcerations,0,1,0
incidence,0,1,0
incidences,0,1,0
incident,0,1,0
incidents,0,1,0
incompatibilities,0,1,0
incompatibility,0,1,0
incompatible,0,1,0
incompetence,0,1,0
incompetency,0,1,0
incompetent,0,1,0
incompetently,0,1,0
incompetents,0,1,0
incomplete,0,1,0
incompletely,0,1,0
incompleteness,0,1,1
inconclusive,0,1,0
inconsistencies,0,1,0
inconsistency,0,1,0
inconsistent,0,1,0
inconsistently,0,1,0
inconvenience,0,1,0
inconveniences,0,1,0
inconvenient,0,1,0
incorrect,0,1,0
incorrectly,0,1,0
incorrectness,0,1,0
incredible,1,0,0
incredibly,1,0,0
indecency,0,1,0
indecent,0,1,0
indefeasible,0,1,0
indefeasibly,0,1,0
indefinite,0,0,1
indefinitely,0,0,1
indefiniteness,0,0,1
indeterminable,0,0,1
indeterminate,0,0,1
indict,0,1,0
indictable,0,1,0
indicted,0,1,0
indicting,0,1,0
indictment,0,1,0
indictments,0,1,0
ineffective,0,1,0
ineffectively,0,1,0
ineffectiveness,0,1,0
inefficiencies,0,1,0
inefficiency,0,1,0
inefficient,0,1,0
inefficiently,0,1,0
ineligibility,0,1,0
ineligible,0,1,0
inequitable,0,1,0
inequitably,0,1,0
inequities,0,1,0
inequity,0,1,0
inevitable,0,1,0
inexact,0,0,1
inexactness,0,0,1
inexperience,0,1,0
inexperienced,0,1,0
inferior,0,1,0
inflicted,0,1,0
influential,1,0,0
informative,1,0,0
infraction,0,1,0
infractions,0,1,0
infringe,0,1,0
infringed,0,1,0
infringement,0,1,0
infringements,0,1,0
infringes,0,1,0
infringing,0,1,0
ingenuity,1,0,0
inhibited,0,1,0
inimical,0,1,0
injunction,0,1,0
injunctions,0,1,0
injure,0,1,0
injured,0,1,0
injures,0,1,0
injuries,0,1,0
injuring,0,1,0
injurious,0,1,0
injury,0,1,0
innovate,1,0,0
innovated,1,0,0
innovates,1,0,0
innovating,1,0,0
innovation,1,0,0
innovations,1,0,0
innovative,1,0,0
innovativeness,1,0,0
innovator,1,0,0
innovators,1,0,0
inordinate,0,1,0
inordinately,0,1,0
inquiry,0,1,0
insecure,0,1,0
insensitive,0,1,0
insightful,1,0,0
insolvencies,0,1,0
insolvency,0,1,0
insolvent,0,1,0
inspiration,1,0,0
inspirational,1,0,0
instabilities,0,0,1
instability,0,1,1
insubordination,0,1,0
insufficiency,0,1,0
insufficient,0,1,0
insufficiently,0,1,0
insurrection,0,1,0
insurrections,0,1,0
intangible,0,0,1
intangibles,0,0,1
integrity,1,0,0
intentional,0,1,0
interfere,0,1,0
interfered,0,1,0
interference,0,1,0
interferences,0,1,0
interferes,0,1,0
interfering,0,1,0
intermittent,0,1,0
intermittently,0,1,0
interrupt,0,1,0
interrupted,0,1,0
interrupting,0,1,0
interruption,0,1,0
interruptions,0,1,0
interrupts,0,1,0
intimidation,0,1,0
intrusion,0,1,0
invalid,0,1,0
invalidate,0,1,0
invalidated,0,1,0
invalidates,0,1,0
invalidating,0,1,0
invalidation,0,1,0
invalidity,0,1,0
invent,1,0,0
invented,1,0,0
inventing,1,0,0
invention,1,0,0
inventions,1,0,0
inventive,1,0,0
inventiveness,1,0,0
inventor,1,0,0
inventors,1,0,0
investigate,0,1,0
investigated,0,1,0
investigates,0,1,0
investigating,0,1,0
investigation,0,1,0
investigations,0,1,0
involuntarily,0,1,0
involuntary,0,1,0
irreconcilable,0,1,0
irreconcilably,0,1,0
irrecoverable,0,1,0
irrecoverably,0,1,0
irregular,0,1,0
irregularities,0,1,0
irregularity,0,1,0
irregularly,0,1,0
irreparable,0,1,0
irreparably,0,1,0
irreversible,0,1,0
jeopardize,0,1,0
jeopardized,0,1,0
justifiable,0,1,0
kickback,0,1,0
kickbacks,0,1,0
knowingly,0,1,0
lack,0,1,0
lacked,0,1,0
lacking,0,1,0
lackluster,0,1,0
lacks,0,1,0
lag,0,1,0
lagged,0,1,0
lagging,0,1,0
lags,0,1,0
lapse,0,1,0
lapsed,0,1,0
lapses,0,1,0
lapsing,0,1,0
late,0,1,0
laundering,0,1,0
layoff,0,1,0
layoffs,0,1,0
leadership,1,0,0
leading,1,0,0
lie,0,1,0
likelihood,0,0,1
limitation,0,1,0
limitations,0,1,0
lingering,0,1,0
liquidate,0,1,0
liquidated,0,1,0
liquidates,0,1,0
liquidating,0,1,0
liquidation,0,1,0
liquidations,0,1,0
liquidator,0,1,0
liquidators,0,1,0
litigant,0,1,0
litigants,0,1,0
litigate,0,1,0
litigated,0,1,0
litigates,0,1,0
litigating,0,1,0
litigation,0,1,0
litigations,0,1,0
lockout,0,1,0
lockouts,0,1,0
lose,0,1,0
loses,0,1,0
losing,0,1,0
loss,0,1,0
losses,0,1,0
lost,0,1,0
loyal,1,0,0
lucrative,1,0,0
lying,0,1,0
malfeasance,0,1,0
malfunction,0,1,0
malfunctioned,0,1,0
malfunctioning,0,1,0
malfunctions,0,1,0
malice,0,1,0
malicious,0,1,0
maliciously,0,1,0
malpractice,0,1,0
manipulate,0,1,0
manipulated,0,1,0
manipulates,0,1,0
manipulating,0,1,0
manipulation,0,1,0
manipulations,0,1,0
manipulative,0,1,0
markdown,0,1,0
markdowns,0,1,0
may,0,0,1
maybe,0,0,1
meritorious,1,0,0
might,0,0,1
misapplication,0,1,0
misapplications,0,1,0
misapplied,0,1,0
misapplies,0,1,0
misapply,0,1,0
misapplying,0,1,0
misappropriate,0,1,0
misappropriated,0,1,0
misappropriates,0,1,0
misappropriating,0,1,0
misappropriation,0,1,0
misappropriations,0,1,0
misbranded,0,1,0
miscalculate,0,1,0
miscalculated,0,1,0
miscalculates,0,1,0
miscalculating,0,1,0
miscalculation,0,1,0
miscalculations,0,1,0
mischaracterization,0,1,0
mischief,0,1,0
misclassification,0,1,0
misclassifications,0,1,0
misclassified,0,1,0
misclassify,0,1,0
miscommunication,0,1,0
misconduct,0,1,0
misdated,0,1,0
misdemeanor,0,1,0
misdemeanors,0,1,0
misdirected,0,1,0
mishandle,0,1,0
mishandled,0,1,0
mishandles,0,1,0
mishandling,0,1,0
misinform,0,1,0
misinformation,0,1,0
misinformed,0,1,0
misinforming,0,1,0
misinforms,0,1,0
misinterpret,0,1,0
misinterpretation,0,1,0
misinterpretations,0,1,0
misinterpreted,0,1,0
misinterpreting,0,1,0
misinterprets,0,1,0
misjudge,0,1,0
misjudged,0,1,0
misjudges,0,1,0
misjudging,0,1,0
misjudgment,0,1,0
misjudgments,0,1,0
mislabel,0,1,0
mislabeled,0,1,0
mislabeling,0,1,0
mislabelled,0,1,0
mislabels,0,1,0
mislead,0,1,0
misleading,0,1,0
misleadingly,0,1,0
misleads,0,1,0
misled,0,1,0
mismanage,0,1,0
mismanaged,0,1,0
mismanagement,0,1,0
mismanages,0,1,0
mismanaging,0,1,0
mismatch,0,1,0
mismatched,0,1,0
mismatches,0,1,0
mismatching,0,1,0
misplaced,0,1,0
misprice,0,1,0
mispricing,0,1,0
mispricings,0,1,0
misrepresent,0,1,0
misrepresentation,0,1,0
misrepresentations,0,1,0
misrepresented,0,1,0
misrepresenting,0,1,0
misrepresents,0,1,0
miss,0,1,0
missed,0,1,0
misses,0,1,0
misstate,0,1,0
misstated,0,1,0
misstatement,0,1,0
misstatements,0,1,0
misstates,0,1,0
misstating,0,1,0
misstep,0,1,0
missteps,0,1,0
mistake,0,1,0
mistaken,0,1,0
mistakenly,0,1,0
mistakes,0,1,0
mistaking,0,1,0
mistrial,0,1,0
mistrials,0,1,0
misunderstand,0,1,0
misunderstanding,0,1,0
misunderstandings,0,1,0
misunderstood,0,1,0
misuse,0,1,0
misused,0,1,0
misuses,0,1,0
misusing,0,1,0
monopolistic,0,1,0
monopolists,0,1,0
monopolization,0,1,0
monopolize,0,1,0
monopolized,0,1,0
monopolizes,0,1,0
monopolizing,0,1,0
monopoly,0,1,0
moratoria,0,1,0
moratorium,0,1,0
moratoriums,0,1,0
mothballed,0,1,0
mothballing,0,1,0
nearly,0,0,1
negative,0,1,0
negatively,0,1,0
negatives,0,1,0
neglect,0,1,0
neglected,0,1,0
neglectful,0,1,0
neglecting,0,1,0
neglects,0,1,0
negligence,0,1,0
negligences,0,1,0
negligent,0,1,0
negligently,0,1,0
nonassessable,0,0,1
nonattainment,0,1,0
noncompetitive,0,1,0
noncompliance,0,1,0
noncompliances,0,1,0
noncompliant,0,1,0
noncomplying,0,1,0
nonconforming,0,1,0
nonconformities,0,1,0
nonconformity,0,1,0
nondisclosure,0,1,0
nonfunctional,0,1,0
nonpayment,0,1,0
nonpayments,0,1,0
nonperformance,0,1,0
nonperformances,0,1,0
nonperforming,0,1,0
nonproducing,0,1,0
nonproductive,0,1,0
nonrecoverable,0,1,0
nonrenewal,0,1,0
nuisance,0,1,0
nuisances,0,1,0
nullification,0,1,0
nullifications,0,1,0
nullified,0,1,0
nullifies,0,1,0
nullify,0,1,0
nullifying,0,1,0
objected,0,1,0
objecting,0,1,0
objection,0,1,0
objectionable,0,1,0
objectionably,0,1,0
objections,0,1,0
obscene,0,1,0
obscenity,0,1,0
obsolescence,0,1,0
obsolete,0,1,0
obstacle,0,1,0
obstacles,0,1,0
obstruct,0,1,0
obstructed,0,1,0
obstructing,0,1,0
obstruction,0,1,0
obstructions,0,1,0
occasionally,0,0,1
offence,0,1,0
offences,0,1,0
offend,0,1,0
offended,0,1,0
offender,0,1,0
offenders,0,1,0
offending,0,1,0
offends,0,1,0
omission,0,1,0
omissions,0,1,0
omit,0,1,0
omits,0,1,0
omitted,0,1,0
omitting,0,1,0
onerous,0,1,0
opportunistic,0,1,0
opportunistically,0,1,0
opportunities,1,0,0
opportunity,1,0,0
oppose,0,1,0
opposed,0,1,0
opposes,0,1,0
opposing,0,1,0
opposition,0,1,0
oppositions,0,1,0
optimistic,1,0,0
ordinarily,0,0,1
outage,0,1,0
outages,0,1,0
outdated,0,1,0
outmoded,0,1,0
outperform,1,0,0
outperformed,1,0,0
outperforming,1,0,0
outperforms,1,0,0
overage,0,1,0
overages,0,1,0
overbuild,0,1,0
overbuilding,0,1,0
overbuilds,0,1,0
overbuilt,0,1,0
overburden,0,1,0
overburdened,0,1,0
overburdening,0,1,0
overcapacities,0,1,0
overcapacity,0,1,0
overcharge,0,1,0
overcharged,0,1,0
overcharges,0,1,0
overcharging,0,1,0
overcome,0,1,0
overcomes,0,1,0
overcoming,0,1,0
overdue,0,1,0
overestimate,0,1,0
overestimated,0,1,0
overestimates,0,1,0
overestimating,0,1,0
overestimation,0,1,0
overestimations,0,1,0
overload,0,1,0
overloaded,0,1,0
overloading,0,1,0
overloads,0,1,0
overlook,0,1,0
overlooked,0,1,0
overlooking,0,1,0
overlooks,0,1,0
overpaid,0,1,0
overpayment,0,1,0
overpayments,0,1,0
overproduced,0,1,0
overproduces,0,1,0
overproducing,0,1,0
overproduction,0,1,0
overrun,0,1,0
overrunning,0,1,0
overruns,0,1,0
overshadow,0,1,0
overshadowed,0,1,0
overshadowing,0,1,0
overshadows,0,1,0
overstate,0,1,0
overstated,0,1,0
overstatement,0,1,0
overstatements,0,1,0
overstates,0,1,0
overstating,0,1,0
oversupplied,0,1,0
oversupplies,0,1,0
oversupply,0,1,0
oversupplying,0,1,0
overtly,0,1,0
overturn,0,1,0
overturned,0,1,0
overturning,0,1,0
overturns,0,1,0
overvalue,0,1,0
overvalued,0,1,0
overvaluing,0,1,0
panic,0,1,0
panics,0,1,0
penalize,0,1,0
penalized,0,1,0
penalizes,0,1,0
penalizing,0,1,0
penalties,0,1,0
penalty,0,1,0
pending,0,0,1
perfect,1,0,0
perfected,1,0,0
perfectly,1,0,0
perfects,1,0,0
perhaps,0,0,1
peril,0,1,0
perils,0,1,0
perjury,0,1,0
perpetrate,0,1,0
perpetrated,0,1,0
perpetrates,0,1,0
perpetrating,0,1,0
perpetration,0,1,0
persist,0,1,0
persisted,0,1,0
persistence,0,1,0
persistent,0,1,0
persistently,0,1,0
persisting,0,1,0
persists,0,1,0
pervasive,0,1,0
pervasively,0,1,0
pervasiveness,0,1,0
petty,0,1,0
picket,0,1,0
picketed,0,1,0
picketing,0,1,0
plaintiff,0,1,0
plaintiffs,0,1,0
plea,0,1,0
plead,0,1,0
pleaded,0,1,0
pleading,0,1,0
pleadings,0,1,0
pleads,0,1,0
pleas,0,1,0
pleasant,1,0,0
pleasantly,1,0,0
pleased,1,0,0
pleasure,1,0,0
pled,0,1,0
plentiful,1,0,0
poor,0,1,0
poorly,0,1,0
popular,1,0,0
popularity,1,0,0
poses,0,1,0
posing,0,1,0
positive,1,0,0
positively,1,0,0
possibilities,0,0,1
possibility,0,0,1
possible,0,0,1
possibly,0,0,1
postpone,0,1,0
postponed,0,1,0
postponement,0,1,0
postponements,0,1,0
postpones,0,1,0
postponing,0,1,0
precaution,0,0,1
precautionary,0,0,1
precautions,0,0,1
precipitated,0,1,0
precipitous,0,1,0
precipitously,0,1,0
preclude,0,1,0
precluded,0,1,0
precludes,0,1,0
precluding,0,1,0
predatory,0,1,0
predict,0,0,1
predictability,0,0,1
predicted,0,0,1
predicting,0,0,1
prediction,0,0,1
predictions,0,0,1
predictive,0,0,1
predictor,0,0,1
predictors,0,0,1
predicts,0,0,1
preeminence,1,0,0
preeminent,1,0,0
prejudice,0,1,0
prejudiced,0,1,0
prejudices,0,1,0
prejudicial,0,1,0
prejudicing,0,1,0
preliminarily,0,0,1
preliminary,0,0,1
premature,0,1,0
prematurely,0,1,0
premier,1,0,0
premiere,1,0,0
pressing,0,1,0
prestige,1,0,0
prestigious,1,0,0
presumably,0,0,1
presume,0,0,1
presumed,0,0,1
presumes,0,0,1
presuming,0,0,1
presumption,0,0,1
presumptions,0,0,1
pretrial,0,1,0
preventing,0,1,0
prevention,0,1,0
prevents,0,1,0
proactive,1,0,0
proactively,1,0,0
probabilistic,0,0,1
probabilities,0,0,1
probability,0,0,1
probable,0,0,1
probably,0,0,1
problem,0,1,0
problematic,0,1,0
problematical,0,1,0
problems,0,1,0
proficiency,1,0,0
proficient,1,0,0
proficiently,1,0,0
profitability,1,0,0
profitable,1,0,0
profitably,1,0,0
progress,1,0,0
progressed,1,0,0
progresses,1,0,0
progressing,1,0,0
prolong,0,1,0
prolongation,0,1,0
prolongations,0,1,0
prolonged,0,1,0
prolonging,0,1,0
prolongs,0,1,0
prone,0,1,0
prosecute,0,1,0
prosecuted,0,1,0
prosecutes,0,1,0
prosecuting,0,1,0
prosecution,0,1,0
prosecutions,0,1,0
prospered,1,0,0
prospering,1,0,0
prosperity,1,0,0
prosperous,1,0,0
prospers,1,0,0
protest,0,1,0
protested,0,1,0
protester,0,1,0
protesters,0,1,0
protesting,0,1,0
protestor,0,1,0
protestors,0,1,0
protests,0,1,0
protracted,0,1,0
protraction,0,1,0
provoke,0,1,0
provoked,0,1,0
provokes,0,1,0
provoking,0,1,0
punished,0,1,0
punishes,0,1,0
punishing,0,1,0
punishment,0,1,0
punishments,0,1,0
punitive,0,1,0
purport,0,1,0
purported,0,1,0
purportedly,0,1,0
purporting,0,1,0
purports,0,1,0
question,0,1,0
questionable,0,1,0
questionably,0,1,0
questioned,0,1,0
questioning,0,1,0
questions,0,1,0
quit,0,1,0
quitting,0,1,0
racketeer,0,1,0
racketeering,0,1,0
random,0,0,1
randomize,0,0,1
randomized,0,0,1
randomizes,0,0,1
randomizing,0,0,1
randomly,0,0,1
randomness,0,0,1
rationalization,0,1,0
rationalizations,0,1,0
rationalize,0,1,0
rationalized,0,1,0
rationalizes,0,1,0
rationalizing,0,1,0
reassess,0,0,1
reassessed,0,0,1
reassesses,0,0,1
reassessing,0,0,1
reassessment,0,1,1
reassessments,0,1,1
reassign,0,1,0
reassigned,0,1,0
reassigning,0,1,0
reassignment,0,1,0
reassignments,0,1,0
reassigns,0,1,0
rebound,1,0,0
rebounded,1,0,0
rebounding,1,0,0
recalculate,0,0,1
recalculated,0,0,1
recalculates,0,0,1
recalculating,0,0,1
recalculation,0,0,1
recalculations,0,0,1
recall,0,1,0
recalled,0,1,0
recalling,0,1,0
recalls,0,1,0
receptive,1,0,0
recession,0,1,0
recessionary,0,1,0
recessions,0,1,0
reckless,0,1,0
recklessly,0,1,0
recklessness,0,1,0
reconsider,0,0,1
reconsidered,0,0,1
reconsidering,0,0,1
reconsiders,0,0,1
redact,0,1,0
redacted,0,1,0
redacting,0,1,0
redaction,0,1,0
redactions,0,1,0
redefault,0,1,0
redefaulted,0,1,0
redefaults,0,1,0
redress,0,1,0
redressed,0,1,0
redresses,0,1,0
redressing,0,1,0
reexamination,0,0,1
reexamine,0,0,1
reexamining,0,0,1
refusal,0,1,0
refusals,0,1,0
refuse,0,1,0
refused,0,1,0
refuses,0,1,0
refusing,0,1,0
regain,1,0,0
regained,1,0,0
regaining,1,0,0
reinterpret,0,0,1
reinterpretation,0,0,1
reinterpretations,0,0,1
reinterpreted,0,0,1
reinterpreting,0,0,1
reinterprets,0,0,1
reject,0,1,0
rejected,0,1,0
rejecting,0,1,0
rejection,0,1,0
rejections,0,1,0
rejects,0,1,0
relinquish,0,1,0
relinquished,0,1,0
relinquishes,0,1,0
relinquishing,0,1,0
relinquishment,0,1,0
relinquishments,0,1,0
reluctance,0,1,0
reluctant,0,1,0
renegotiate,0,1,0
renegotiated,0,1,0
renegotiates,0,1,0
renegotiating,0,1,0
renegotiation,0,1,0
renegotiations,0,1,0
renounce,0,1,0
renounced,0,1,0
renouncement,0,1,0
renouncements,0,1,0
renounces,0,1,0
renouncing,0,1,0
reparation,0,1,0
reparations,0,1,0
repossessed,0,1,0
repossesses,0,1,0
repossessing,0,1,0
repossession,0,1,0
repossessions,0,1,0
repudiate,0,1,0
repudiated,0,1,0
repudiates,0,1,0
repudiating,0,1,0
repudiation,0,1,0
repudiations,0,1,0
resign,0,1,0
resignation,0,1,0
resignations,0,1,0
resigned,0,1,0
resigning,0,1,0
resigns,0,1,0
resolve,1,0,0
restate,0,1,0
restated,0,1,0
restatement,0,1,0
restatements,0,1,0
restates,0,1,0
restating,0,1,0
restructure,0,1,0
restructured,0,1,0
restructures,0,1,0
restructuring,0,1,0
restructurings,0,1,0
retaliate,0,1,0
retaliated,0,1,0
retaliates,0,1,0
retaliating,0,1,0
retaliation,0,1,0
retaliations,0,1,0
retaliatory,0,1,0
retribution,0,1,0
retributions,0,1,0
revise,0,0,1
revised,0,0,1
revocation,0,1,0
revocations,0,1,0
revoke,0,1,0
revoked,0,1,0
revokes,0,1,0
revoking,0,1,0
revolutionize,1,0,0
revolutionized,1,0,0
revolutionizes,1,0,0
revolutionizing,1,0,0
reward,1,0,0
rewarded,1,0,0
rewarding,1,0,0
rewards,1,0,0
ridicule,0,1,0
ridiculed,0,1,0
ridicules,0,1,0
ridiculing,0,1,0
risk,0,0,1
risked,0,0,1
riskier,0,1,1
riskiest,0,1,1
riskiness,0,0,1
risking,0,0,1
risks,0,0,1
risky,0,1,1
roughly,0,0,1
rumors,0,0,1
sabotage,0,1,0
sacrifice,0,1,0
sacrificed,0,1,0
sacrifices,0,1,0
sacrificial,0,1,0
sacrificing,0,1,0
satisfaction,1,0,0
satisfactorily,1,0,0
satisfactory,1,0,0
satisfied,1,0,0
satisfies,1,0,0
satisfy,1,0,0
satisfying,1,0,0
scandalous,0,1,0
scandals,0,1,0
scrutinize,0,1,0
scrutinized,0,1,0
scrutinizes,0,1,0
scrutinizing,0,1,0
scrutiny,0,1,0
secrecy,0,1,0
seems,0,0,1
seize,0,1,0
seized,0,1,0
seizes,0,1,0
seizing,0,1,0
seldom,0,0,1
seldomly,0,0,1
sentenced,0,1,0
sentencing,0,1,0
serious,0,1,0
seriously,0,1,0
seriousness,0,1,0
setback,0,1,0
setbacks,0,1,0
sever,0,1,0
severe,0,1,0
severed,0,1,0
severely,0,1,0
severities,0,1,0
severity,0,1,0
sharply,0,1,0
shocked,0,1,0
shortage,0,1,0
shortages,0,1,0
shortfall,0,1,0
shortfalls,0,1,0
shrinkage,0,1,0
shrinkages,0,1,0
shut,0,1,0
shutdown,0,1,0
shutdowns,0,1,0
shuts,0,1,0
shutting,0,1,0
slander,0,1,0
slandered,0,1,0
slanderous,0,1,0
slanders,0,1,0
slippage,0,1,0
slippages,0,1,0
slow,0,1,0
slowdown,0,1,0
slowdowns,0,1,0
slowed,0,1,0
slower,0,1,0
slowest,0,1,0
slowing,0,1,0
slowly,0,1,0
slowness,0,1,0
sluggish,0,1,0
sluggishly,0,1,0
sluggishness,0,1,0
smooth,1,0,0
smoothing,1,0,0
smoothly,1,0,0
smooths,1,0,0
solvencies,0,1,0
solvency,0,1,0
solves,1,0,0
solving,1,0,0
sometime,0,0,1
sometimes,0,0,1
somewhat,0,0,1
somewhere,0,0,1
spam,0,1,0
spammers,0,1,0
spamming,0,1,0
spectacular,1,0,0
spectacularly,1,0,0
speculate,0,0,1
speculated,0,0,1
speculates,0,0,1
speculating,0,0,1
speculation,0,0,1
speculations,0,0,1
speculative,0,0,1
speculatively,0,0,1
sporadic,0,0,1
sporadically,0,0,1
stability,1,0,0
stabilization,1,0,0
stabilizations,1,0,0
stabilize,1,0,0
stabilized,1,0,0
stabilizes,1,0,0
stabilizing,1,0,0
stable,1,0,0
staggering,0,1,0
stagnant,0,1,0
stagnate,0,1,0
stagnated,0,1,0
stagnates,0,1,0
stagnating,0,1,0
stagnation,0,1,0
standstill,0,1,0
standstills,0,1,0
stolen,0,1,0
stoppage,0,1,0
stoppages,0,1,0
stopped,0,1,0
stopping,0,1,0
stops,0,1,0
strain,0,1,0
strained,0,1,0
straining,0,1,0
strains,0,1,0
strength,1,0,0
strengthen,1,0,0
strengthened,1,0,0
strengthening,1,0,0
strengthens,1,0,0
strengths,1,0,0
stress,0,1,0
stressed,0,1,0
stresses,0,1,0
stressful,0,1,0
stressing,0,1,0
stringent,0,1,0
strong,1,0,0
stronger,1,0,0
strongest,1,0,0
subjected,0,1,0
subjecting,0,1,0
subjection,0,1,0
subpoena,0,1,0
subpoenaed,0,1,0
subpoenas,0,1,0
substandard,0,1,0
succeed,1,0,0
succeeded,1,0,0
succeeding,1,0,0
succeeds,1,0,0
success,1,0,0
successes,1,0,0
successful,1,0,0
successfully,1,0,0
sudden,0,0,1
suddenly,0,0,1
sue,0,1,0
sued,0,1,0
sues,0,1,0
suffer,0,1,0
suffered,0,1,0
suffering,0,1,0
suffers,0,1,0
suggest,0,0,1
suggested,0,0,1
suggesting,0,0,1
suggests,0,0,1
suing,0,1,0
summoned,0,1,0
summoning,0,1,0
summons,0,1,0
summonses,0,1,0
superior,1,0,0
surpass,1,0,0
surpassed,1,0,0
surpasses,1,0,0
surpassing,1,0,0
susceptibility,0,1,1
susceptible,0,1,0
suspect,0,1,0
suspected,0,1,0
suspects,0,1,0
suspend,0,1,0
suspended,0,1,0
suspending,0,1,0
suspends,0,1,0
suspension,0,1,0
suspensions,0,1,0
suspicion,0,1,0
suspicions,0,1,0
suspicious,0,1,0
suspiciously,0,1,0
taint,0,1,0
tainted,0,1,0
tainting,0,1,0
taints,0,1,0
tampered,0,1,0
tending,0,0,1
tense,0,1,0
tentative,0,0,1
tentatively,0,0,1
terminate,0,1,0
terminated,0,1,0
terminates,0,1,0
terminating,0,1,0
termination,0,1,0
terminations,0,1,0
testify,0,1,0
testifying,0,1,0
threat,0,1,0
threaten,0,1,0
threatened,0,1,0
threatening,0,1,0
threatens,0,1,0
threats,0,1,0
tightening,0,1,0
tolerate,0,1,0
tolerated,0,1,0
tolerates,0,1,0
tolerating,0,1,0
toleration,0,1,0
tortuous,0,1,0
tortuously,0,1,0
tragedies,0,1,0
tragedy,0,1,0
tragic,0,1,0
tragically,0,1,0
transparency,1,0,0
traumatic,0,1,0
tremendous,1,0,0
tremendously,1,0,0
trouble,0,1,0
troubled,0,1,0
troubles,0,1,0
turbulence,0,1,1
turmoil,0,1,0
unable,0,1,0
unacceptable,0,1,0
unacceptably,0,1,0
unaccounted,0,1,0
unannounced,0,1,0
unanticipated,0,1,0
unapproved,0,1,0
unattractive,0,1,0
unauthorized,0,1,0
unavailability,0,1,0
unavailable,0,1,0
unavoidable,0,1,0
unavoidably,0,1,0
unaware,0,1,0
uncertain,0,0,1
uncertainly,0,0,1
uncertainties,0,0,1
uncertainty,0,0,1
unclear,0,0,1
uncollectable,0,1,0
uncollected,0,1,0
uncollectibility,0,1,0
uncollectible,0,1,0
uncollectibles,0,1,0
uncompetitive,0,1,0
uncompleted,0,1,0
unconfirmed,0,0,1
unconscionable,0,1,0
unconscionably,0,1,0
uncontrollable,0,1,0
uncontrollably,0,1,0
